title,genres_clean,overview,popularity,combined_features
The Company Men,Dramas Independent Movies,A successful businessman comes face-to-face with America's downsizing epidemic when he loses his job and is forced to take a construction gig.,65.0,The Company Men Dramas Independent Movies A successful businessman comes face-to-face with America's downsizing epidemic when he loses his job and is forced to take a construction gig. Netflix
The Competition,Comedies Romantic Movies,"After developing an 'infidelity formula' said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test.",77.0,"The Competition Comedies Romantic Movies After developing an 'infidelity formula' said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test. Netflix"
The Confirmation,Comedies Dramas Independent Movies,A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.,74.0,The Confirmation Comedies Dramas Independent Movies A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures. Netflix
The Congress,Dramas International Movies Sci-Fi Fantasy,Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.,69.5,The Congress Dramas International Movies Sci-Fi Fantasy Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films. Netflix
The Consul's Son,Comedies International Movies Thrillers,A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.,66.5,The Consul's Son Comedies International Movies Thrillers A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse. Netflix
The Craft,Horror Movies Thrillers,"At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents.",44.0,"The Craft Horror Movies Thrillers At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents. Netflix"
The Cravings,International TV Shows Korean TV,"Thirtysomething career woman Jae-yeong attempts to juggle her job and personal relationships, all the while never failing to eat well.",74.0,"The Cravings International TV Shows Korean TV Thirtysomething career woman Jae-yeong attempts to juggle her job and personal relationships, all the while never failing to eat well. Netflix"
The Croods,Children Family Movies Comedies,"When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home.",69.5,"The Croods Children Family Movies Comedies When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home. Netflix"
The Crow,Action Adventure Cult Movies Sci-Fi,"One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge.",41.0,"The Crow Action Adventure Cult Movies Sci-Fi One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge. Netflix"
The Cruise,Comedies Cult Movies International Movies,"When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue.",10.0,"The Cruise Comedies Cult Movies International Movies When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue. Netflix"
The Crying Game,Classic Movies Independent Movies Thrillers,"IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love.",38.0,"The Crying Game Classic Movies Independent Movies Thrillers IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love. Netflix"
The Curse of Oak Island,Docuseries Science Nature TV,"On an ominous island off of Nova Scotia, two brothers chase historical theories on a quest for enigmatic treasure.",74.0,"The Curse of Oak Island Docuseries Science Nature TV On an ominous island off of Nova Scotia, two brothers chase historical theories on a quest for enigmatic treasure. Netflix"
The D Train,Comedies,A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.,72.5,The D Train Comedies A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend. Netflix
The Damned Rain,Dramas International Movies,"An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him.",63.5,"The Damned Rain Dramas International Movies An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him. Netflix"
The Dancer,Dramas International Movies Romantic Movies,"Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer.",66.5,"The Dancer Dramas International Movies Romantic Movies Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer. Netflix"
The Dark Crystal,Children Family Movies,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror.",23.0,"The Dark Crystal Children Family Movies In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror. Netflix"
The Dark Side of Life: Mumbai City,Dramas International Movies,"Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point.",77.0,"The Dark Side of Life: Mumbai City Dramas International Movies Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point. Netflix"
The Darkest Dawn,Action Adventure Independent Movies International,An aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors.,74.0,The Darkest Dawn Action Adventure Independent Movies International An aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors. Netflix
The Daughter,Dramas,"Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret.",72.5,"The Daughter Dramas Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret. Netflix"
